system,reference,variable,treatment_mean,reference_mean,p_value,comparison,entry
HF,Corn,mn,3.826399833875,3.883916584,0.9532120287688899,system,NA
LF,Corn,mn,4.499345124625,3.883916584,0.6001572729749112,system,NA
RT,Corn,mn,4.486048546375,3.883916584,0.5056760169221415,system,NA
Alley,Corn,mn,3.300385805,3.883916584,0.4875527140641349,system_entry,Alley
EWM,Corn,mn,3.217418821,3.883916584,0.4665654824593812,system_entry,A
EWM,Corn,mn,3.59134427475,3.883916584,0.7545506187800102,system_entry,B
HF,Corn,mn,3.4425863407499997,3.883916584,0.7145810924394927,system_entry,A
HF,Corn,mn,4.210213327,3.883916584,0.7975006947959086,system_entry,B
LF,Corn,mn,5.11039861575,3.883916584,0.48049280134503736,system_entry,A
LF,Corn,mn,3.8882916335,3.883916584,0.9976031461662918,system_entry,B
RT,Corn,mn,4.95519768825,3.883916584,0.37514062698533446,system_entry,A
RT,Corn,mn,4.0168994045,3.883916584,0.8763040195634162,system_entry,B
NA,Corn,organic_matter,3.0834383343125,2.8065185335,0.010894638650051486,entry,A
NA,Corn,organic_matter,3.1164329805,2.8065185335,0.17639605614226406,entry,Alley
NA,Corn,organic_matter,3.2500387541875,2.8065185335,3.636780470963152e-4,entry,B
Alley,Corn,organic_matter,3.1164329805,2.8065185335,0.17639605614226406,system,NA
EWM,Corn,organic_matter,3.0388269011249998,2.8065185335,0.03150620588244474,system,NA
HF,Corn,organic_matter,3.26148675575,2.8065185335,0.0034714801713119346,system,NA
LF,Corn,organic_matter,3.2332273145,2.8065185335,0.029147982632013104,system,NA
RT,Corn,organic_matter,3.133413205625,2.8065185335,0.048132865315168256,system,NA
Alley,Corn,organic_matter,3.1164329805,2.8065185335,0.17639605614226406,system_entry,Alley
EWM,Corn,organic_matter,2.9522783332499998,2.8065185335,0.26455573666767485,system_entry,A
EWM,Corn,organic_matter,3.1253754689999997,2.8065185335,0.05630338579592665,system_entry,B
HF,Corn,organic_matter,3.202391721,2.8065185335,0.0014057320283268006,system_entry,A
HF,Corn,organic_matter,3.3205817905,2.8065185335,0.09984186698821383,system_entry,B
LF,Corn,organic_matter,3.20283531225,2.8065185335,0.26034809843177564,system_entry,A
LF,Corn,organic_matter,3.26361931675,2.8065185335,0.06842539935577323,system_entry,B
RT,Corn,organic_matter,2.9762479707500002,2.8065185335,0.31898512081949515,system_entry,A
RT,Corn,organic_matter,3.2905784405,2.8065185335,0.10774742158709538,system_entry,B
NA,Corn,p,2.48710351075,1.333754911,0.2098313324127138,entry,A
NA,Corn,p,1.52049948175,1.333754911,0.2560401643566495,entry,Alley
NA,Corn,p,3.7374828930000006,1.333754911,0.14257874706564955,entry,B
Alley,Corn,p,1.52049948175,1.333754911,0.2560401643566495,system,NA
EWM,Corn,p,1.656898787375,1.333754911,0.11691686128121681,system,NA
HF,Corn,p,6.83522793525,1.333754911,0.13883565730868563,system,NA
LF,Corn,p,1.578275057375,1.333754911,0.30853232699902056,system,NA
RT,Corn,p,2.3787710275,1.333754911,0.049193390282975105,system,NA
Alley,Corn,p,1.52049948175,1.333754911,0.2560401643566495,system_entry,Alley
EWM,Corn,p,1.3550156315000002,1.333754911,0.8873098059459356,system_entry,A
EWM,Corn,p,1.95878194325,1.333754911,0.03267574802429561,system_entry,B
HF,Corn,p,5.3274455645,1.333754911,0.32215559772667124,system_entry,A
HF,Corn,p,8.343010306,1.333754911,0.33648322915014317,system_entry,B
LF,Corn,p,1.4742447625,1.333754911,0.6670678880638591,system_entry,A
LF,Corn,p,1.68230535225,1.333754911,0.34753694426052745,system_entry,B
RT,Corn,p,1.7917080845000002,1.333754911,0.34638023802026596,system_entry,A
RT,Corn,p,2.9658339705,1.333754911,0.10038196577778098,system_entry,B
NA,Corn,ph,8.197375000000001,8.0915,0.12882207862336514,entry,A
NA,Corn,ph,8.23675,8.0915,0.051571974677375405,entry,Alley
NA,Corn,ph,8.25625,8.0915,0.03208167206680436,entry,B
Alley,Corn,ph,8.23675,8.0915,0.051571974677375405,system,NA
EWM,Corn,ph,8.254625,8.0915,0.04569744022341424,system,NA
HF,Corn,ph,8.183,8.0915,0.2820997470046113,system,NA
LF,Corn,ph,8.206,8.0915,0.1612234583982887,system,NA
RT,Corn,ph,8.263625000000001,8.0915,0.035458513893865555,system,NA
Alley,Corn,ph,8.23675,8.0915,0.051571974677375405,system_entry,Alley
EWM,Corn,ph,8.2185,8.0915,0.24713990504624941,system_entry,A
EWM,Corn,ph,8.29075,8.0915,0.04469539149824596,system_entry,B
HF,Corn,ph,8.1305,8.0915,0.7231055237135668,system_entry,A
HF,Corn,ph,8.2355,8.0915,0.23707533337472536,system_entry,B
LF,Corn,ph,8.1955,8.0915,0.25375841974408914,system_entry,A
LF,Corn,ph,8.2165,8.0915,0.3350075137219288,system_entry,B
RT,Corn,ph,8.245000000000001,8.0915,0.14268569409225815,system_entry,A
RT,Corn,ph,8.282250000000001,8.0915,0.07325179358507415,system_entry,B
NA,Corn,pred_soil_protein,5.328508912,4.7264794525000005,0.05950680229781791,entry,A
NA,Corn,pred_soil_protein,5.0072200865,4.7264794525000005,0.5934057363244742,entry,Alley
NA,Corn,pred_soil_protein,5.5792194841875,4.7264794525000005,0.01381346007488409,entry,B
Alley,Corn,pred_soil_protein,5.0072200865,4.7264794525000005,0.5934057363244742,system,NA
EWM,Corn,pred_soil_protein,5.214007425875,4.7264794525000005,0.08712363787858955,system,NA
HF,Corn,pred_soil_protein,5.849807919375,4.7264794525000005,0.02776292452838684,system,NA
LF,Corn,pred_soil_protein,5.482022590875,4.7264794525000005,0.07498161388549504,system,NA
RT,Corn,pred_soil_protein,5.26961885625,4.7264794525000005,0.13832947211813262,system,NA
Alley,Corn,pred_soil_protein,5.0072200865,4.7264794525000005,0.5934057363244742,system_entry,Alley
EWM,Corn,pred_soil_protein,5.07862624825,4.7264794525000005,0.22391515690731006,system_entry,A
EWM,Corn,pred_soil_protein,5.3493886035,4.7264794525000005,0.05345025973006356,system_entry,B
HF,Corn,pred_soil_protein,5.888031055,4.7264794525000005,0.08913473760656852,system_entry,A
HF,Corn,pred_soil_protein,5.81158478375,4.7264794525000005,0.20982686833413758,system_entry,B
LF,Corn,pred_soil_protein,5.42702478075,4.7264794525000005,0.3030877530884155,system_entry,A
LF,Corn,pred_soil_protein,5.5370204009999995,4.7264794525000005,0.1552098897174315,system_entry,B
RT,Corn,pred_soil_protein,4.920353564,4.7264794525000005,0.5850112124943151,system_entry,A
RT,Corn,pred_soil_protein,5.6188841485,4.7264794525000005,0.1332491284337502,system_entry,B
NA,Corn,pred_water_capacity,0.2111966846875,0.21125773675,0.9717196956064975,entry,A
NA,Corn,pred_water_capacity,0.20334219625,0.21125773675,0.12413813284141377,entry,Alley
NA,Corn,pred_water_capacity,0.21281709168750002,0.21125773675,0.5817160124143399,entry,B
Alley,Corn,pred_water_capacity,0.20334219625,0.21125773675,0.12413813284141377,system,NA
EWM,Corn,pred_water_capacity,0.20999626100000002,0.21125773675,0.6085075141270744,system,NA
HF,Corn,pred_water_capacity,0.21667101225,0.21125773675,0.1877272639806911,system,NA
LF,Corn,pred_water_capacity,0.211224504625,0.21125773675,0.9917412872809038,system,NA
RT,Corn,pred_water_capacity,0.21013577487500001,0.21125773675,0.7376788986757201,system,NA
Alley,Corn,pred_water_capacity,0.20334219625,0.21125773675,0.12413813284141377,system_entry,Alley
EWM,Corn,pred_water_capacity,0.21007291825000002,0.21125773675,0.7050992224301378,system_entry,A
EWM,Corn,pred_water_capacity,0.20991960375000002,0.21125773675,0.7646486817959341,system_entry,B
HF,Corn,pred_water_capacity,0.21441933475,0.21125773675,0.15805311322462126,system_entry,A
HF,Corn,pred_water_capacity,0.21892268975,0.21125773675,0.38456087455783383,system_entry,B
LF,Corn,pred_water_capacity,0.2120141615,0.21125773675,0.8837044283310551,system_entry,A
LF,Corn,pred_water_capacity,0.21043484775000001,0.21125773675,0.8679138326273033,system_entry,B
RT,Corn,pred_water_capacity,0.20828032424999998,0.21125773675,0.41009871145281673,system_entry,A
RT,Corn,pred_water_capacity,0.2119912255,0.21125773675,0.9093785339229519,system_entry,B
NA,Corn,respiration,0.7735246150625,0.4866005375,1.0650115808998767e-5,entry,A
NA,Corn,respiration,0.827079047,0.4866005375,6.409188027798034e-5,entry,Alley
NA,Corn,respiration,0.7260881558125,0.4866005375,5.263447561681416e-5,entry,B
Alley,Corn,respiration,0.827079047,0.4866005375,6.409188027798034e-5,system,NA
EWM,Corn,respiration,0.717664859375,0.4866005375,1.2221937343614213e-4,system,NA
HF,Corn,respiration,0.8125377775,0.4866005375,2.3969260058130803e-4,system,NA
LF,Corn,respiration,0.722098173375,0.4866005375,1.7398367455433525e-4,system,NA
RT,Corn,respiration,0.7469247315,0.4866005375,0.0015815663612510661,system,NA
Alley,Corn,respiration,0.827079047,0.4866005375,6.409188027798034e-5,system_entry,Alley
EWM,Corn,respiration,0.73096480125,0.4866005375,5.469787947191237e-4,system_entry,A
EWM,Corn,respiration,0.7043649175,0.4866005375,0.01832038175486065,system_entry,B
HF,Corn,respiration,0.76820463825,0.4866005375,0.003930472587796524,system_entry,A
HF,Corn,respiration,0.85687091675,0.4866005375,0.025739483555363617,system_entry,B
LF,Corn,respiration,0.7682046385,0.4866005375,0.006003620672109122,system_entry,A
LF,Corn,respiration,0.67599170825,0.4866005375,0.003751709148661954,system_entry,B
RT,Corn,respiration,0.82672438225,0.4866005375,0.0029717149402577027,system_entry,A
RT,Corn,respiration,0.66712508075,0.4866005375,0.11154257382297914,system_entry,B
NA,Corn,s,3.1598621658125,3.22095287925,0.8102531172095403,entry,A
NA,Corn,s,2.9264785077499997,3.22095287925,0.4779307044285098,entry,Alley
NA,Corn,s,2.9932386875625,3.22095287925,0.38759691215246417,entry,B
Alley,Corn,s,2.9264785077499997,3.22095287925,0.4779307044285098,system,NA
EWM,Corn,s,2.741020110625,3.22095287925,0.09537987965193222,system,NA
HF,Corn,s,3.418934483625,3.22095287925,0.5627453754278695,system,NA
LF,Corn,s,3.010740884375,3.22095287925,0.46403449523610885,system,NA
RT,Corn,s,3.135506228125,3.22095287925,0.7702706589760786,system,NA
Alley,Corn,s,2.9264785077499997,3.22095287925,0.4779307044285098,system_entry,Alley
EWM,Corn,s,2.83986500275,3.22095287925,0.3352954735179201,system_entry,A
EWM,Corn,s,2.6421752185,3.22095287925,0.05911815305243397,system_entry,B
HF,Corn,s,3.4835349385,3.22095287925,0.5575569771071718,system_entry,A
HF,Corn,s,3.3543340287500003,3.22095287925,0.7979716282338216,system_entry,B
LF,Corn,s,3.1547169,3.22095287925,0.7747298563129073,system_entry,A
LF,Corn,s,2.86676486875,3.22095287925,0.46151097405209857,system_entry,B
RT,Corn,s,3.161331822,3.22095287925,0.9017536586944043,system_entry,A
RT,Corn,s,3.10968063425,3.22095287925,0.6916831218628604,system_entry,B
NA,Corn,soc,1.893326060375,1.66194572025,0.036002097509086756,entry,A
NA,Corn,soc,1.7960124805,1.66194572025,0.45725427856136575,entry,Alley
NA,Corn,soc,1.97657621075,1.66194572025,0.007584192630168787,entry,B
Alley,Corn,soc,1.7960124805,1.66194572025,0.45725427856136575,system,NA
EWM,Corn,soc,1.8605912176250001,1.66194572025,0.04320622198992283,system,NA
HF,Corn,soc,2.021972174125,1.66194572025,0.02824909715626975,system,NA
LF,Corn,soc,1.956387482375,1.66194572025,0.08764831802565895,system,NA
RT,Corn,soc,1.9008536681250001,1.66194572025,0.09933437717439582,system,NA
Alley,Corn,soc,1.7960124805,1.66194572025,0.45725427856136575,system_entry,Alley
EWM,Corn,soc,1.83512925575,1.66194572025,0.1409210043386785,system_entry,A
EWM,Corn,soc,1.8860531795000002,1.66194572025,0.0701233095423347,system_entry,B
HF,Corn,soc,2.042914165,1.66194572025,0.10283511241752864,system_entry,A
HF,Corn,soc,2.00103018325,1.66194572025,0.20761917258437554,system_entry,B
LF,Corn,soc,1.9290598975,1.66194572025,0.3598600614178427,system_entry,A
LF,Corn,soc,1.98371506725,1.66194572025,0.17207455579607306,system_entry,B
RT,Corn,soc,1.76620092325,1.66194572025,0.44561051651300115,system_entry,A
RT,Corn,soc,2.0355064130000002,1.66194572025,0.15146634896115932,system_entry,B
NA,Corn,soil_texture_clay,19.16921156,18.21472834,0.42792676283522346,entry,A
NA,Corn,soil_texture_clay,20.4118040775,18.21472834,0.111394830785342,entry,Alley
NA,Corn,soil_texture_clay,19.352912375625,18.21472834,0.3604450571258883,entry,B
Alley,Corn,soil_texture_clay,20.4118040775,18.21472834,0.111394830785342,system,NA
EWM,Corn,soil_texture_clay,19.36550373,18.21472834,0.37490254221499003,system,NA
HF,Corn,soil_texture_clay,19.43355142625,18.21472834,0.4201739752002025,system,NA
LF,Corn,soil_texture_clay,18.9959758725,18.21472834,0.5164585895948927,system,NA
RT,Corn,soil_texture_clay,19.2492168425,18.21472834,0.40804235407613787,system,NA
Alley,Corn,soil_texture_clay,20.4118040775,18.21472834,0.111394830785342,system_entry,Alley
EWM,Corn,soil_texture_clay,20.043476895,18.21472834,0.22671843298214112,system_entry,A
EWM,Corn,soil_texture_clay,18.687530565,18.21472834,0.7446350246607109,system_entry,B
HF,Corn,soil_texture_clay,18.316652895,18.21472834,0.9514675833802715,system_entry,A
HF,Corn,soil_texture_clay,20.5504499575,18.21472834,0.27688004290773766,system_entry,B
LF,Corn,soil_texture_clay,19.174276515,18.21472834,0.4917197604382514,system_entry,A
LF,Corn,soil_texture_clay,18.81767523,18.21472834,0.6325885089089027,system_entry,B
RT,Corn,soil_texture_clay,19.142439935,18.21472834,0.4784589239644754,system_entry,A
RT,Corn,soil_texture_clay,19.35599375,18.21472834,0.4535169194330203,system_entry,B
NA,Corn,soil_texture_sand,39.64226153125,43.09080936,0.13984742652862328,entry,A
NA,Corn,soil_texture_sand,39.6940641225,43.09080936,0.1449247265242144,entry,Alley
NA,Corn,soil_texture_sand,38.640782401875,43.09080936,0.07770382762734178,entry,B
Alley,Corn,soil_texture_sand,39.6940641225,43.09080936,0.1449247265242144,system,NA
EWM,Corn,soil_texture_sand,38.99364022875,43.09080936,0.09641049662224266,system,NA
HF,Corn,soil_texture_sand,39.135656925,43.09080936,0.11544620401075119,system,NA
LF,Corn,soil_texture_sand,39.1160705225,43.09080936,0.10358159697894699,system,NA
RT,Corn,soil_texture_sand,39.32072019,43.09080936,0.11539474420014162,system,NA
Alley,Corn,soil_texture_sand,39.6940641225,43.09080936,0.1449247265242144,system_entry,Alley
EWM,Corn,soil_texture_sand,38.757877165000004,43.09080936,0.08589167405101501,system_entry,A
EWM,Corn,soil_texture_sand,39.229403292499995,43.09080936,0.11138489534035138,system_entry,B
HF,Corn,soil_texture_sand,40.6975630225,43.09080936,0.3046700253154636,system_entry,A
HF,Corn,soil_texture_sand,37.5737508275,43.09080936,0.09842462612100195,system_entry,B
LF,Corn,soil_texture_sand,39.175061665,43.09080936,0.15732298570491032,system_entry,A
LF,Corn,soil_texture_sand,39.057079380000005,43.09080936,0.11199198161663074,system_entry,B
RT,Corn,soil_texture_sand,39.938544272499996,43.09080936,0.20215244832917778,system_entry,A
RT,Corn,soil_texture_sand,38.7028961075,43.09080936,0.08094379672521228,system_entry,B
NA,Corn,soil_texture_silt,41.188526909375,38.6944623,0.04999595741385137,entry,A
NA,Corn,soil_texture_silt,39.8941318,38.6944623,0.2879140514507507,entry,Alley
NA,Corn,soil_texture_silt,42.006305223125,38.6944623,0.018900417620486932,entry,B
Alley,Corn,soil_texture_silt,39.8941318,38.6944623,0.2879140514507507,system,NA
EWM,Corn,soil_texture_silt,41.6408560425,38.6944623,0.030828981548212894,system,NA
HF,Corn,soil_texture_silt,41.4307916525,38.6944623,0.04273212810174088,system,NA
LF,Corn,soil_texture_silt,41.887953605,38.6944623,0.02477566667806787,system,NA
RT,Corn,soil_texture_silt,41.430062965,38.6944623,0.0594080362823828,system,NA
Alley,Corn,soil_texture_silt,39.8941318,38.6944623,0.2879140514507507,system_entry,Alley
EWM,Corn,soil_texture_silt,41.19864594,38.6944623,0.05262900965596366,system_entry,A
EWM,Corn,soil_texture_silt,42.083066145000004,38.6944623,0.022695869657766155,system_entry,B
HF,Corn,soil_texture_silt,40.985784089999996,38.6944623,0.15019821190597116,system_entry,A
HF,Corn,soil_texture_silt,41.875799215,38.6944623,0.059632186014050334,system_entry,B
LF,Corn,soil_texture_silt,41.650661819999996,38.6944623,0.106484806690943,system_entry,A
LF,Corn,soil_texture_silt,42.12524539,38.6944623,0.048682246425866514,system_entry,B
RT,Corn,soil_texture_silt,40.9190157875,38.6944623,0.25405460036699457,system_entry,A
RT,Corn,soil_texture_silt,41.9411101425,38.6944623,0.0923504669093582,system_entry,B
NA,Corn,subsurface_hardness,331.5,340.15625,0.21096446358398935,entry,A
NA,Corn,subsurface_hardness,364.375,340.15625,0.005861125882627625,entry,Alley
NA,Corn,subsurface_hardness,341.3671875,340.15625,0.8362661177374358,entry,B
Alley,Corn,subsurface_hardness,364.375,340.15625,0.005861125882627625,system,NA
EWM,Corn,subsurface_hardness,329.84375,340.15625,0.10555539658819652,system,NA
HF,Corn,subsurface_hardness,335.578125,340.15625,0.60320442563363,system,NA
LF,Corn,subsurface_hardness,344.296875,340.15625,0.6666258822138169,system,NA
RT,Corn,subsurface_hardness,336.015625,340.15625,0.7143830286507402,system,NA
Alley,Corn,subsurface_hardness,364.375,340.15625,0.005861125882627625,system_entry,Alley
EWM,Corn,subsurface_hardness,318.4375,340.15625,0.009461895716697288,system_entry,A
EWM,Corn,subsurface_hardness,341.25,340.15625,0.8472205422655525,system_entry,B
HF,Corn,subsurface_hardness,341.15625,340.15625,0.9366777559878845,system_entry,A
HF,Corn,subsurface_hardness,330,340.15625,0.48232665703639604,system_entry,B
LF,Corn,subsurface_hardness,333.4375,340.15625,0.5923283881351591,system_entry,A
LF,Corn,subsurface_hardness,355.15625,340.15625,0.33941523241124577,system_entry,B
RT,Corn,subsurface_hardness,332.96875,340.15625,0.7508560127711251,system_entry,A
RT,Corn,subsurface_hardness,339.0625,340.15625,0.9215189968094396,system_entry,B
NA,Corn,surface_hardness,124.375,163.28125,0.04098400284178442,entry,A
NA,Corn,surface_hardness,258.59375,163.28125,0.0011258175492232744,entry,Alley
NA,Corn,surface_hardness,148.671875,163.28125,0.3503546721856109,entry,B
Alley,Corn,surface_hardness,258.59375,163.28125,0.0011258175492232744,system,NA
EWM,Corn,surface_hardness,132.265625,163.28125,0.08908046210900895,system,NA
HF,Corn,surface_hardness,144.84375,163.28125,0.2580767913266616,system,NA
LF,Corn,surface_hardness,133.671875,163.28125,0.11655115934096434,system,NA
RT,Corn,surface_hardness,135.3125,163.28125,0.15549282384455118,system,NA
Alley,Corn,surface_hardness,258.59375,163.28125,0.0011258175492232744,system_entry,Alley
EWM,Corn,surface_hardness,115.15625,163.28125,0.028841729578644528,system_entry,A
EWM,Corn,surface_hardness,149.375,163.28125,0.4041400950490849,system_entry,B
HF,Corn,surface_hardness,146.40625,163.28125,0.31893558839325814,system_entry,A
HF,Corn,surface_hardness,143.28125,163.28125,0.32358996599146944,system_entry,B
LF,Corn,surface_hardness,123.28125,163.28125,0.0665522137574673,system_entry,A
LF,Corn,surface_hardness,144.0625,163.28125,0.4326835265166423,system_entry,B
RT,Corn,surface_hardness,112.65625,163.28125,0.02918331354110422,system_entry,A
RT,Corn,surface_hardness,157.96875,163.28125,0.8099783705113528,system_entry,B
NA,Corn,total_c,2.239125,1.827,0.0013115052476624786,entry,A
NA,Corn,total_c,2.1182499999999997,1.827,0.09294027441549947,entry,Alley
NA,Corn,total_c,2.3155,1.827,9.363920860635395e-4,entry,B
Alley,Corn,total_c,2.1182499999999997,1.827,0.09294027441549947,system,NA
EWM,Corn,total_c,2.12625,1.827,0.005454914176169918,system,NA
HF,Corn,total_c,2.504625,1.827,0.021299029698886366,system,NA
LF,Corn,total_c,2.19725,1.827,0.017204600287425684,system,NA
RT,Corn,total_c,2.281125,1.827,6.53325027159763e-4,system,NA
Alley,Corn,total_c,2.1182499999999997,1.827,0.09294027441549947,system_entry,Alley
EWM,Corn,total_c,2.10525,1.827,0.02620287218380984,system_entry,A
EWM,Corn,total_c,2.14725,1.827,0.013497369891949988,system_entry,B
HF,Corn,total_c,2.48075,1.827,0.11022260700855999,system_entry,A
HF,Corn,total_c,2.5285,1.827,0.17555560556212843,system_entry,B
LF,Corn,total_c,2.2085,1.827,0.11183221318085065,system_entry,A
LF,Corn,total_c,2.186,1.827,0.13282419228063436,system_entry,B
RT,Corn,total_c,2.162,1.827,0.014842430280078742,system_entry,A
RT,Corn,total_c,2.4002499999999998,1.827,0.002203968186856935,system_entry,B
NA,Corn,total_n,0.18425,0.154,0.0024631942741854354,entry,A
NA,Corn,total_n,0.17425,0.154,0.2567610830926432,entry,Alley
NA,Corn,total_n,0.19125,0.154,0.0010960745374456265,entry,B
Alley,Corn,total_n,0.17425,0.154,0.2567610830926432,system,NA
EWM,Corn,total_n,0.182125,0.154,0.005565745291392416,system,NA
HF,Corn,total_n,0.19525,0.154,0.0065696952735899514,system,NA
LF,Corn,total_n,0.19,0.154,0.036099264245299016,system,NA
RT,Corn,total_n,0.18362499999999998,0.154,0.048696233262973385,system,NA
Alley,Corn,total_n,0.17425,0.154,0.2567610830926432,system_entry,Alley
EWM,Corn,total_n,0.178,0.154,0.07577581592152927,system_entry,A
EWM,Corn,total_n,0.18625,0.154,0.03737011275909091,system_entry,B
HF,Corn,total_n,0.19825,0.154,0.02205772218446478,system_entry,A
HF,Corn,total_n,0.19225,0.154,0.15483780451378304,system_entry,B
LF,Corn,total_n,0.18675,0.154,0.24117815573669463,system_entry,A
LF,Corn,total_n,0.19325,0.154,0.12986086535465333,system_entry,B
RT,Corn,total_n,0.174,0.154,0.18308357456765634,system_entry,A
RT,Corn,total_n,0.19325,0.154,0.1725102392512113,system_entry,B
NA,Corn,zn,0.2481530539375,0.22673092375,0.7088204183221427,entry,A
NA,Corn,zn,0.32523789075,0.22673092375,0.42182062983189833,entry,Alley
NA,Corn,zn,0.3357179211875,0.22673092375,0.27624976489653696,entry,B
Alley,Corn,zn,0.32523789075,0.22673092375,0.42182062983189833,system,NA
EWM,Corn,zn,0.21032099125,0.22673092375,0.7562939376162368,system,NA
HF,Corn,zn,0.482152419,0.22673092375,0.2553621862819813,system,NA
LF,Corn,zn,0.227099985375,0.22673092375,0.9904043346003697,system,NA
RT,Corn,zn,0.24816855462499998,0.22673092375,0.5343247698077289,system,NA
Alley,Corn,zn,0.32523789075,0.22673092375,0.42182062983189833,system_entry,Alley
EWM,Corn,zn,0.143382869,0.22673092375,0.00328300632760244,system_entry,A
EWM,Corn,zn,0.2772591135,0.22673092375,0.6220482248658026,system_entry,B
HF,Corn,zn,0.39684752375,0.22673092375,0.48333797109464055,system_entry,A
HF,Corn,zn,0.56745731425,0.22673092375,0.4408014361459759,system_entry,B
LF,Corn,zn,0.25299912625,0.22673092375,0.6186971868835838,system_entry,A
LF,Corn,zn,0.2012008445,0.22673092375,0.4891140327286902,system_entry,B
RT,Corn,zn,0.19938269675,0.22673092375,0.5557999053112527,system_entry,A
RT,Corn,zn,0.2969544125,0.22673092375,0.15086027570854593,system_entry,B
